#! FIELDS rc file.free der_rc
#! SET min_rc -24.333
#! SET max_rc -1.64604
#! SET nbins_rc  31
#! SET periodic_rc false
  -24.333000000   -0.000000000   -0.000000000
  -23.576768000   -0.000000000   -0.000000007
  -22.820536000   -0.000022995   -0.000264575
  -22.064304000   -0.035600527   -0.282339012
  -21.308072000   -3.824668628  -17.078271865
  -20.551840000  -32.889586856  -43.386141854
  -19.795608000  -40.000173767   13.669350397
  -19.039376000  -35.274511977   -0.090200178
  -18.283144000  -37.382625693   -4.902366237
  -17.526912000  -38.038412194    3.576287962
  -16.770680000  -34.839131486    4.765127748
  -16.014448000  -31.397825531   -0.257167007
  -15.258216000  -36.018217343   -5.402355124
  -14.501984000  -38.671613608   -4.844889473
  -13.745752000  -42.090055457   -5.086155371
  -12.989520000  -45.134331984    0.991952839
  -12.233288000  -41.337954369    3.994967011
  -11.477056000  -37.128807582   10.245999807
  -10.720824000  -28.790348094   12.367876528
   -9.964592000  -22.043787979    2.003182337
   -9.208360000  -22.502940879    1.711327286
   -8.452128000  -18.632759966    3.822101441
   -7.695896000  -17.966024437    0.361195651
   -6.939664000  -19.956177775  -10.755511543
   -6.183432000  -31.941990126  -10.287842171
   -5.427200000  -34.327598402   -7.424207531
   -4.670968000  -35.906962831   23.893094372
   -3.914736000   -7.695341418   27.015549360
   -3.158504000   -0.165673449    1.105719030
   -2.402272000   -0.000280323    0.002786090
   -1.646040000   -0.000000000   -0.000000000
